id,user,transaction_date,sales_amount,join_date,region
88,212,2013-01-05,14.38,2003-12-07,C
89,19,2013-01-05,11.94,2002-06-06,C
90,432,2013-01-05,25.62,2010-03-12,H
91,291,2013-01-05,11.98,2007-03-10,B
92,52,2013-01-05,10.08,2004-09-29,B
93,138,2013-01-05,121.94,2003-08-19,H
94,128,2013-01-05,18.10,2001-01-01,B
95,99,2013-01-05,4.13,2010-12-12,B
96,577,2013-01-05,17.45,2009-06-29,C
97,292,2013-01-05,5.16,2007-01-03,E
98,316,2013-01-05,31.36,2007-08-22,B
99,141,2013-01-05,40.45,2009-01-19,M
100,694,2013-01-05,37.19,2012-01-05,C
101,1251,2013-01-05,88.35,2009-10-17,A
102,1192,2013-01-05,70.93,2009-07-19,M
103,1357,2013-01-05,47.11,2009-07-01,B
104,703,2013-01-05,15.70,2011-05-02,M
105,1515,2013-01-05,28.06,2011-04-02,B
106,545,2013-01-05,66.36,2009-12-16,M
107,1889,2013-01-05,16.20,2013-01-05,H
108,99,2013-01-05,35.01,2010-12-12,B
109,537,2013-01-05,17.31,2011-06-01,C
110,2004,2013-01-05,49.76,2010-09-28,C
111,1408,2013-01-05,14.38,2010-05-15,B
112,2124,2013-01-05,19.01,2013-01-05,B
113,1889,2013-01-05,17.77,2013-01-05,H
114,2244,2013-01-05,17.45,2012-10-28,J
115,2488,2013-01-05,34.21,2013-07-01,S
116,2117,2013-01-05,20.65,2013-07-02,I
117,2544,2013-01-05,74.81,2013-07-01,F
118,1986,2013-01-05,14.05,2013-07-02,B
119,4961,2013-01-05,9.85,2014-03-21,G
120,2957,2013-01-05,17.36,2013-07-02,I
121,2202,2013-01-05,17.48,2013-07-01,B
122,1694,2013-01-05,34.23,2013-07-01,B
123,4970,2013-01-05,56.53,2013-07-02,H
124,5997,2013-01-05,20.73,2014-04-14,H
125,6849,2013-01-05,12.22,2014-05-04,G
126,6873,2013-01-05,44.63,2008-08-21,A
127,7545,2013-01-05,7.93,2008-01-08,H
128,6890,2013-01-05,17.96,2012-05-16,L
129,9357,2013-01-05,2.90,2011-11-15,O
130,7545,2013-01-05,1.98,2008-01-08,H
131,357,2013-01-06,36.53,2010-01-09,E
132,9,2013-01-06,13.94,2001-01-01,B
133,628,2013-01-06,7.36,2008-11-06,C
134,6,2013-01-06,5.70,2007-11-08,D
135,960,2013-01-06,14.71,2011-04-29,M
136,751,2013-01-06,91.26,2009-10-28,E
137,96,2013-01-06,13.98,2008-01-11,M
138,880,2013-01-06,16.16,2009-04-24,C
139,1058,2013-01-06,19.79,2009-06-26,M
140,124,2013-01-06,61.81,2010-02-11,J
141,554,2013-01-06,19.12,2009-09-27,B
142,951,2013-01-06,8.93,2011-04-16,I
143,1882,2013-01-06,39.63,2012-01-22,M
144,377,2013-01-06,19.64,2011-04-16,H
145,2993,2013-01-06,23.10,2013-01-06,C
146,3064,2013-01-06,9.50,2013-01-06,D
147,3081,2013-01-06,30.57,2013-01-06,I
148,4177,2013-01-06,128.68,2013-07-01,M
149,4466,2013-01-06,8.98,2013-07-25,D
150,3870,2013-01-06,81.44,2014-11-30,I
151,8909,2013-01-06,6.10,2012-03-03,S
152,424,2013-01-07,22.23,2008-12-18,E
153,424,2013-01-07,4.05,2008-12-18,E
154,642,2013-01-07,14.02,2010-10-18,G
155,238,2013-01-07,102.91,2009-10-13,B
156,527,2013-01-07,16.12,2010-08-01,C
157,1000,2013-01-07,69.05,2011-09-21,D
158,174,2013-01-07,18.10,1999-12-24,B
159,440,2013-01-07,25.62,2011-06-13,C
160,84,2013-01-07,91.60,2008-11-21,B
161,32,2013-01-07,33.63,2008-08-05,B
162,548,2013-01-07,3.28,2009-05-28,B
163,321,2013-01-07,14.05,2010-11-22,B
164,4,2013-01-07,51.63,2011-07-28,B
165,1637,2013-01-07,54.79,2010-04-27,C
166,3057,2013-01-07,13.22,2013-01-07,E
167,1576,2013-01-07,11.89,2013-05-30,C
168,5930,2013-01-07,23.51,2013-11-04,I
169,6328,2013-01-07,27.27,2011-03-30,B
170,7622,2013-01-07,16.53,2014-11-12,G
171,9839,2013-01-07,3.88,2013-01-07,G
172,21,2013-01-08,21.81,2001-01-01,B
173,76,2013-01-08,14.59,2004-12-17,B
174,805,2013-01-08,50.83,2012-02-13,D
175,446,2013-01-08,3.08,2007-12-22,E
176,170,2013-01-08,14.83,2009-07-07,I
177,612,2013-01-08,4.96,2009-05-18,B
178,1366,2013-01-08,35.12,2012-02-16,B
179,654,2013-01-08,39.63,2012-11-03,I
180,357,2013-01-08,27.23,2010-01-09,B
181,2187,2013-01-08,0.57,2011-11-27,I
182,1233,2013-01-08,3.26,2004-12-07,B
183,3029,2013-01-08,51.22,2013-01-08,I
184,2983,2013-01-08,52.06,2013-07-01,C
185,3062,2013-01-08,24.42,2014-12-04,O
186,1694,2013-01-08,108.00,2013-07-01,B
187,4151,2013-01-08,6.76,2013-07-25,G
188,2705,2013-01-08,7.98,2013-07-01,C
189,4253,2013-01-08,8.72,2014-12-20,D
190,5372,2013-01-08,20.05,2014-03-21,L
191,3308,2013-01-08,24.38,2013-07-25,L
192,5713,2013-01-08,171.98,2013-12-03,C
193,5713,2013-01-08,44.21,2013-12-03,C
194,8260,2013-01-08,11.30,2012-12-14,M
195,8998,2013-01-08,19.83,2003-08-13,D
196,8998,2013-01-08,52.06,2003-08-13,D
197,6506,2013-01-08,23.23,2010-12-14,C
198,9795,2013-01-08,7.36,2010-12-22,H
199,170,2013-01-09,14.83,2009-07-07,I
200,73,2013-01-09,25.96,2009-10-21,M
201,281,2013-01-09,9.50,2011-03-19,B
202,387,2013-01-09,38.04,2004-01-17,M
203,723,2013-01-09,49.60,2012-02-26,A
204,4,2013-01-09,72.00,2011-07-28,B
205,723,2013-01-09,17.69,2012-02-26,A
206,1484,2013-01-09,4.12,2013-01-09,C
207,651,2013-01-09,8.26,2011-06-13,H
208,4260,2013-01-09,26.85,2014-05-02,A
209,4413,2013-01-09,12.80,2013-07-02,I
210,4260,2013-01-09,26.44,2014-05-02,A
211,7251,2013-01-09,42.19,2014-11-12,G
212,9046,2013-01-09,11.48,2013-01-09,G
213,9330,2013-01-09,6.81,2010-05-13,G
214,8977,2013-01-09,6.53,2011-01-05,G
215,6963,2013-01-09,12.80,2004-09-12,P
216,7880,2013-01-09,11.39,2010-06-15,C
217,9070,2013-01-09,30.99,2011-01-28,C
218,9503,2013-01-09,16.81,2011-03-10,I
219,1283,2013-01-10,34.22,1999-08-07,B
220,612,2013-01-10,11.27,2009-05-18,B
221,326,2013-01-10,8.67,2011-03-25,K
222,1496,2013-01-10,77.64,2010-11-10,I
223,525,2013-01-10,16.49,2013-11-14,C
224,899,2013-01-10,33.82,2012-09-11,C
225,1720,2013-01-10,13.14,2012-04-20,E
226,1756,2013-01-10,52.06,2013-07-01,G
227,4399,2013-01-10,20.24,2013-09-17,B
228,4615,2013-01-10,24.38,2013-07-02,S
229,6915,2013-01-10,14.75,2012-07-03,G
230,7967,2013-01-10,13.20,2005-08-13,F
231,8410,2013-01-10,75.12,2012-03-07,A
232,9407,2013-01-10,16.45,2006-11-07,S
233,7895,2013-01-10,37.95,2011-04-13,B
234,254,2013-01-11,58.64,2007-01-06,B
235,299,2013-01-11,15.66,2007-03-12,C
236,421,2013-01-11,16.94,2009-11-06,C
237,560,2013-01-11,11.55,2009-07-24,B
238,726,2013-01-11,3.29,2011-04-28,H
239,249,2013-01-11,56.99,2009-08-11,B
240,1171,2013-01-11,8.78,2009-04-25,M
241,1335,2013-01-11,92.94,2007-03-27,B
242,657,2013-01-11,5.78,2009-10-02,B
243,726,2013-01-11,2.02,2011-04-28,H
244,1730,2013-01-11,51.24,2010-10-16,I
245,793,2013-01-11,31.24,2011-08-04,C
246,1974,2013-01-11,24.68,2010-12-22,H
247,1873,2013-01-11,36.82,2014-12-22,I
248,1694,2013-01-11,42.56,2013-07-01,B
249,3449,2013-01-11,110.32,2013-07-01,C
250,3641,2013-01-11,30.58,2013-08-01,A
251,4158,2013-01-11,33.18,2013-08-01,B
252,5356,2013-01-11,8.43,2013-09-02,E
253,4943,2013-01-11,69.76,2013-11-28,D
254,4163,2013-01-11,9.08,2013-07-02,B
255,4984,2013-01-11,24.38,2013-10-04,N
256,7025,2013-01-11,8.26,2014-11-09,L
257,6043,2013-01-11,10.74,2013-12-18,F
258,6868,2013-01-11,13.16,2013-01-11,D
259,4717,2013-01-11,100.00,2013-11-04,S
260,5172,2013-01-11,11.07,2013-08-01,H
261,8766,2013-01-11,7.43,2009-02-18,B
262,7465,2013-01-11,14.46,2003-07-14,S
263,7935,2013-01-11,12.80,2012-05-18,E
264,9589,2013-01-11,10.12,2012-10-08,M
265,9229,2013-01-11,4.76,2010-07-20,D
266,9660,2013-01-11,64.50,2013-01-11,A
267,185,2013-01-12,50.68,2009-08-10,C
268,25,2013-01-12,21.89,2001-01-01,B
269,96,2013-01-12,92.07,2008-01-11,M
270,784,2013-01-12,14.84,2008-01-29,H
271,156,2013-01-12,6.20,2002-06-17,B
272,856,2013-01-12,26.36,2005-01-25,B
273,879,2013-01-12,39.63,2009-01-17,B
274,378,2013-01-12,73.76,2004-03-18,B
275,1007,2013-01-12,34.67,2010-08-29,F
276,326,2013-01-12,4.32,2011-03-25,K
277,965,2013-01-12,58.41,2004-04-22,H
278,1649,2013-01-12,36.77,2013-07-01,S
279,1820,2013-01-12,26.04,2013-07-02,C
280,28,2013-01-12,32.67,2011-04-16,J
281,672,2013-01-12,37.48,2009-07-11,E
282,147,2013-01-12,26.79,2011-06-24,I
283,1960,2013-01-12,66.12,2014-11-20,D
284,147,2013-01-12,26.46,2011-06-24,I
285,1639,2013-01-12,10.31,2013-07-01,G
286,1820,2013-01-12,14.80,2013-07-02,C
287,4063,2013-01-12,20.89,2014-03-21,G
288,5189,2013-01-12,21.80,2015-03-03,C
289,5450,2013-01-12,37.59,2014-01-29,G
290,5042,2013-01-12,17.34,2013-10-30,L
291,5142,2013-01-12,44.83,2013-09-21,C
292,4940,2013-01-12,72.65,2013-09-02,O
293,4001,2013-01-12,35.33,2013-07-02,A
294,6679,2013-01-12,12.81,2006-11-25,B
295,4377,2013-01-12,38.84,2013-08-21,L
296,8619,2013-01-12,5.11,2012-05-30,I
297,8500,2013-01-12,17.10,2014-03-21,P
298,7416,2013-01-12,16.52,2012-12-03,H
299,8457,2013-01-12,12.27,2010-12-16,F
300,9708,2013-01-12,9.08,2012-09-11,G
301,9763,2013-01-12,38.43,2013-01-12,H
302,9502,2013-01-12,41.23,2006-08-03,H
303,6890,2013-01-12,11.18,2012-05-16,L
304,177,2013-01-13,6.61,2001-01-01,B
305,706,2013-01-13,19.88,2012-05-16,D
306,658,2013-01-13,135.38,2010-11-29,I
307,412,2013-01-13,3.72,2009-10-10,I
308,525,2013-01-13,16.12,2013-11-14,C
309,2258,2013-01-13,123.52,2013-01-13,C
310,4136,2013-01-13,17.62,2013-08-01,L
311,2461,2013-01-13,51.33,2014-11-12,A
312,4126,2013-01-13,8.26,2013-07-25,I
313,5379,2013-01-13,59.89,2013-11-28,C
314,5860,2013-01-13,14.05,2014-06-28,H
315,9463,2013-01-13,74.32,2014-11-09,I
316,9388,2013-01-13,60.17,2011-01-30,F
317,9864,2013-01-13,4.95,2012-04-23,I
318,9864,2013-01-13,23.97,2012-04-23,I
319,123,2013-01-14,10.74,2002-10-25,B
320,29,2013-01-14,4.72,2008-08-20,B
321,1817,2013-01-14,17.31,2010-11-22,D
322,772,2013-01-14,22.32,2013-01-14,J
323,676,2013-01-14,3.13,2011-01-07,J
324,1756,2013-01-14,10.97,2013-07-01,G
325,1873,2013-01-14,87.60,2014-12-22,I
326,1778,2013-01-14,17.51,2013-07-01,H
327,4138,2013-01-14,74.41,2013-07-25,O
328,4137,2013-01-14,18.60,2013-07-25,D
329,4309,2013-01-14,10.06,2013-08-01,A
330,4550,2013-01-14,43.26,2013-07-25,H
331,4550,2013-01-14,4.12,2013-07-25,H
332,2597,2013-01-14,62.81,2013-07-02,L
333,5771,2013-01-14,9.50,2014-01-29,B
334,7812,2013-01-14,45.22,2005-02-24,B
335,8249,2013-01-14,10.74,2011-07-26,C
336,4900,2013-01-14,12.49,2014-01-02,E
337,8503,2013-01-14,6.60,2010-08-23,G
338,6677,2013-01-14,17.67,2005-10-05,B
339,9509,2013-01-14,173.86,2010-10-19,M
340,8481,2013-01-14,16.70,2013-01-14,B
341,390,2013-01-15,9.00,2009-09-09,N
342,12,2013-01-15,11.91,2006-01-20,E
343,765,2013-01-15,48.88,2010-02-28,M
344,123,2013-01-15,31.16,2002-10-25,B
345,50,2013-01-15,80.57,2005-05-14,B
346,220,2013-01-15,19.37,2004-12-08,E
347,133,2013-01-15,55.11,2008-05-15,M
348,1488,2013-01-15,16.94,2010-05-13,C
349,2106,2013-01-15,16.49,2011-09-02,A
350,1954,2013-01-15,22.09,2012-03-23,C
351,1307,2013-01-15,20.25,2013-08-21,G
352,4907,2013-01-15,2.88,2013-09-17,P
353,3956,2013-01-15,15.62,2014-03-21,D
354,2700,2013-01-15,76.02,2013-07-02,P
355,4666,2013-01-15,7.43,2013-09-17,C
356,4240,2013-01-15,18.88,2013-08-07,H
357,7632,2013-01-15,17.93,2006-05-10,C
358,7986,2013-01-15,4.88,2009-08-19,B
359,8336,2013-01-15,51.07,2013-01-15,D
360,7938,2013-01-15,30.41,2011-12-10,B
361,7880,2013-01-15,20.57,2010-06-15,C
362,9692,2013-01-15,32.40,2007-12-17,C
363,7938,2013-01-15,12.57,2011-12-10,B
364,9927,2013-01-15,18.18,2012-06-20,H
365,9974,2013-01-15,44.63,2013-01-15,B
366,608,2013-01-16,10.70,2008-04-09,D
367,76,2013-01-16,31.87,2004-12-17,B
368,50,2013-01-16,39.69,2005-05-14,B
369,122,2013-01-16,58.77,2009-01-09,B
370,289,2013-01-16,18.62,2012-03-06,C
371,1167,2013-01-16,57.44,2012-12-21,C
372,2541,2013-01-16,64.84,2012-09-16,J
373,2353,2013-01-16,28.96,2013-07-02,B
374,1593,2013-01-16,5.58,2012-10-17,B
375,3257,2013-01-16,29.54,2013-07-01,I
376,3973,2013-01-16,11.70,2013-01-16,C
377,2352,2013-01-16,74.79,2013-07-25,I
378,4253,2013-01-16,10.45,2014-12-20,D
379,3487,2013-01-16,114.68,2013-07-02,B
380,4781,2013-01-16,105.79,2013-07-25,I
381,4268,2013-01-16,61.98,2014-04-25,I
382,5008,2013-01-16,0.00,2014-01-09,H
383,4377,2013-01-16,19.01,2013-08-21,L
384,2352,2013-01-16,22.29,2013-07-25,I
385,6890,2013-01-16,4.42,2012-05-16,L
386,9059,2013-01-16,53.52,2004-09-29,C
387,7416,2013-01-16,0.00,2012-12-03,H
388,8249,2013-01-16,26.44,2011-07-26,C
389,8058,2013-01-16,26.78,2012-11-03,D
390,35,2013-01-17,73.27,2009-03-15,K
391,691,2013-01-17,107.90,2001-01-01,C
392,14,2013-01-17,10.33,2004-06-24,F
393,766,2013-01-17,18.56,2009-10-26,B
394,762,2013-01-17,22.73,2009-11-01,C
395,1044,2013-01-17,5.17,2010-03-05,B
396,1405,2013-01-17,35.50,2007-06-07,I
397,660,2013-01-17,26.87,2012-09-09,H
398,167,2013-01-17,39.63,2010-11-15,B
399,1962,2013-01-17,5.37,2013-01-17,H
400,1465,2013-01-17,44.86,2011-02-04,B
401,2062,2013-01-17,21.44,2012-01-31,M
402,1270,2013-01-17,27.05,2011-01-24,C
403,1694,2013-01-17,46.71,2013-07-01,B
404,7283,2013-01-17,11.82,2012-01-06,G
405,8245,2013-01-17,42.45,2013-01-17,M
406,8902,2013-01-17,8.92,2010-01-21,A
407,8979,2013-01-17,75.21,2013-01-17,G
408,9254,2013-01-17,84.86,2013-01-17,I
409,7251,2013-01-17,67.37,2014-11-12,G
410,134,2013-01-18,9.50,2001-01-01,B
411,53,2013-01-18,44.15,2000-03-23,B
412,46,2013-01-18,43.26,2008-11-18,B
413,124,2013-01-18,30.35,2010-02-11,J
414,124,2013-01-18,88.99,2010-02-11,J
415,43,2013-01-18,43.57,2002-08-21,B
416,388,2013-01-18,13.22,2010-01-18,B
417,1443,2013-01-18,27.51,2011-10-19,B
418,1930,2013-01-18,18.14,2010-04-16,B
419,715,2013-01-18,19.57,2015-10-16,B
420,715,2013-01-18,7.51,2015-10-16,B
421,715,2013-01-18,18.81,2015-10-16,B
422,3611,2013-01-18,34.96,2013-07-01,G
423,4625,2013-01-18,54.55,2013-09-17,H
424,5621,2013-01-18,73.55,2013-08-01,I
425,4465,2013-01-18,40.07,2013-07-02,D
426,4366,2013-01-18,30.12,2013-08-21,G
427,3312,2013-01-18,11.52,2013-07-01,E
428,6729,2013-01-18,25.62,2014-04-05,I
429,3500,2013-01-18,34.29,2013-07-25,D
430,9166,2013-01-18,19.26,2004-01-16,M
431,7659,2013-01-18,24.79,2007-11-30,S
432,7812,2013-01-18,56.84,2005-02-24,B
433,8959,2013-01-18,40.68,2009-04-04,C
434,7812,2013-01-18,23.47,2005-02-24,B
435,68,2013-01-19,18.18,2001-01-01,B
436,232,2013-01-19,9.88,2004-06-22,B
437,14,2013-01-19,33.37,2004-06-24,F
438,577,2013-01-19,8.26,2009-06-29,C
439,338,2013-01-19,92.93,2009-07-19,H
440,652,2013-01-19,32.16,2011-04-11,B
441,174,2013-01-19,15.66,1999-12-24,B
442,120,2013-01-19,20.50,2009-10-10,I
443,458,2013-01-19,11.16,2011-01-29,H
444,174,2013-01-19,28.02,1999-12-24,B
445,1499,2013-01-19,34.19,2012-07-11,E
446,1503,2013-01-19,36.63,2010-04-11,B
447,1364,2013-01-19,12.53,2010-08-06,B
448,1990,2013-01-19,4.73,2006-06-25,B
449,1446,2013-01-19,20.66,2011-09-13,M
450,2266,2013-01-19,1.65,2013-01-19,K
451,309,2013-01-19,42.15,2012-02-04,B
452,872,2013-01-19,30.87,2012-10-03,C
453,47,2013-01-19,53.68,2012-06-29,E
454,2433,2013-01-19,11.16,2013-01-19,I
455,1901,2013-01-19,79.69,2011-10-08,C
456,2946,2013-01-19,31.41,2012-12-14,C
457,1661,2013-01-19,16.01,2013-07-01,C
458,1649,2013-01-19,87.81,2013-07-01,S
459,2486,2013-01-19,15.12,2013-09-02,G
460,4510,2013-01-19,61.98,2013-07-02,I
461,5058,2013-01-19,37.60,2014-12-14,A
462,1661,2013-01-19,47.05,2013-07-01,C
463,5355,2013-01-19,34.30,2013-08-21,B
464,4281,2013-01-19,9.06,2013-11-04,G
465,5102,2013-01-19,13.21,2014-05-03,A
466,4371,2013-01-19,14.89,2013-11-04,S
467,6554,2013-01-19,133.91,2013-01-19,I
468,5496,2013-01-19,22.14,2014-03-21,G
469,7004,2013-01-19,0.00,2004-04-24,S
470,8276,2013-01-19,29.66,2007-03-27,B
471,8853,2013-01-19,96.52,2011-08-09,H
472,8899,2013-01-19,18.59,2008-03-07,B
473,8971,2013-01-19,31.24,2009-06-10,G
474,7548,2013-01-19,11.98,2013-01-19,H
475,9916,2013-01-19,0.00,2013-01-19,H
476,8364,2013-01-19,15.94,2009-05-25,G
477,7148,2013-01-19,28.92,2006-10-17,B
478,67,2013-01-20,26.34,2008-11-30,J
479,245,2013-01-20,19.44,2010-11-13,H
480,57,2013-01-20,19.14,2013-11-14,C
481,33,2013-01-20,11.16,2005-03-17,C
482,134,2013-01-20,14.01,2001-01-01,B
483,402,2013-01-20,38.64,2005-02-07,B
484,1019,2013-01-20,56.91,2011-03-17,I
485,96,2013-01-20,17.85,2008-01-11,M
486,765,2013-01-20,31.75,2010-02-28,M
487,652,2013-01-20,3.30,2011-04-11,B
488,418,2013-01-20,2.48,2007-11-20,G
489,865,2013-01-20,2.25,2012-04-29,C
490,518,2013-01-20,1.66,2003-01-25,B
491,865,2013-01-20,20.15,2012-04-29,C
492,1201,2013-01-20,20.58,2011-08-18,I
493,1417,2013-01-20,22.73,2007-03-02,B
494,2319,2013-01-20,15.29,2012-10-25,C
495,3128,2013-01-20,4.13,2012-07-01,M
496,3177,2013-01-20,23.17,2012-12-31,M
497,2990,2013-01-20,32.31,2013-07-01,H
498,5194,2013-01-20,5.20,2014-01-09,B
499,6292,2013-01-20,19.00,2009-06-23,G
500,8209,2013-01-20,13.25,2009-03-13,M
501,7255,2013-01-20,45.04,2012-05-28,D
502,8736,2013-01-20,129.02,2013-01-20,M
503,8736,2013-01-20,247.67,2013-01-20,M
504,9942,2013-01-20,39.08,2013-01-20,A
505,18,2013-01-21,22.31,2004-07-24,I
506,44,2013-01-21,0.00,2001-01-01,B
507,729,2013-01-21,21.47,2010-05-27,B
508,44,2013-01-21,58.84,2001-01-01,B
509,59,2013-01-21,15.04,2007-02-14,B
510,546,2013-01-21,4.75,2007-12-08,E
511,1216,2013-01-21,67.77,2010-09-21,C
512,388,2013-01-21,20.74,2010-01-18,B
513,388,2013-01-21,24.47,2010-01-18,B
514,490,2013-01-21,9.50,2009-09-11,H
515,5,2013-01-21,46.61,2002-09-17,B
516,1783,2013-01-21,35.44,2013-07-02,P
517,1756,2013-01-21,24.76,2013-07-01,G
518,2342,2013-01-21,10.74,2013-07-01,G
519,2486,2013-01-21,42.98,2013-09-02,G
520,3326,2013-01-21,323.86,2014-11-12,G
521,3641,2013-01-21,21.90,2013-08-01,A
522,5208,2013-01-21,8.16,2013-11-04,G
523,3637,2013-01-21,4.52,2013-07-02,N
524,4465,2013-01-21,39.30,2013-07-02,D
525,4253,2013-01-21,8.25,2014-12-20,D
526,4918,2013-01-21,0.00,2013-12-18,H
527,2899,2013-01-21,313.23,2013-07-01,M
528,5337,2013-01-21,50.05,2013-11-04,M
529,5798,2013-01-21,15.75,2014-01-09,D
530,9311,2013-01-21,25.21,2009-12-20,M
531,7895,2013-01-21,25.19,2011-04-13,B
532,13,2013-01-22,12.39,2007-12-19,C
533,27,2013-01-22,57.85,2004-05-27,F
534,27,2013-01-22,17.35,2004-05-27,F
535,266,2013-01-22,77.64,2008-05-03,B
536,264,2013-01-22,3.72,2004-06-17,B
537,50,2013-01-22,35.91,2005-05-14,B
538,1166,2013-01-22,101.60,2009-05-16,M
539,1042,2013-01-22,37.15,2009-07-24,H
540,1288,2013-01-22,53.79,2013-11-14,M
541,1488,2013-01-22,42.17,2010-05-13,C
542,1470,2013-01-22,28.48,2012-10-15,D
543,1366,2013-01-22,28.23,2012-02-16,B
544,3286,2013-01-22,10.51,2012-12-15,I
545,3753,2013-01-22,14.04,2013-07-01,M
546,3611,2013-01-22,67.68,2013-07-01,G
547,4309,2013-01-22,16.10,2013-08-01,A
548,5820,2013-01-22,5.77,2014-01-09,B
549,6868,2013-01-22,77.26,2013-01-11,D
550,5545,2013-01-22,37.60,2014-01-09,G
551,7805,2013-01-22,44.63,2012-04-14,L
552,8133,2013-01-22,9.41,2009-10-13,B
553,8673,2013-01-22,8.83,2007-10-25,Q
554,9567,2013-01-22,20.17,2011-09-09,M
555,8261,2013-01-22,44.63,2013-01-22,O
556,232,2013-01-23,8.68,2004-06-22,B
557,72,2013-01-23,23.51,2008-05-06,G
558,12,2013-01-23,121.11,2006-01-20,E
559,448,2013-01-23,33.72,2009-01-17,B
560,292,2013-01-23,16.25,2007-01-03,E
561,658,2013-01-23,29.27,2010-11-29,I
562,4,2013-01-23,29.72,2011-07-28,B
563,310,2013-01-23,29.41,2010-11-14,M
564,4,2013-01-23,37.56,2011-07-28,B
565,1911,2013-01-23,24.75,2007-08-30,H
566,1008,2013-01-23,8.68,2010-03-18,B
